"id","name","account_root_id:id","tax_code_root_id:id","bank_account_view_id:id","property_account_receivable:id","property_account_payable:id","property_account_expense_categ:id","property_account_income_categ:id"
"l10n_fi_liikekirjuri","Finnish Chart of Accounts (Liikekirjuri)","FI0","account_tax_code_1","account_account_1910","account_account_1701","account_account_2871","account_account_4000","account_account_3000"
